NAME,LONGDD,LATDD
GILENYA,35.15,-1.13
GILGIL,36.27,-0.22
GILGIL,36.32,-0.05
GILGIL,36.35,-0.72
GILGILCLUB,36.37,-0.05
GILGILWESTSETTLEMENT,36.28,-0.28
GILIGURUMU,37.95,0.03
GILTAMAN,37.05,0.63
GILTAMAN,37.48,0.6
GILUNI,38.22,-0.32
GIMARAKWA,34.77,0.02
GIMARAKWASUBLOCATION,34.75,0.02
GIMARIANI,34.8,0.02
GIMBA,38.55,-3.45
GINA,34.47,-0.08
GINGO,41.62,3.93
GINIAESTATE,37.23,-0.98
GIONSERI,34.82,-0.87
GIRAFFEPOOL,38.95,-0.57
GIRANGO,34.87,-0.7
GIRIAMA,39.43,-4.25
GIRIAMA,39.58,-3.8
GIRIBE,34.28,-1.1
GIRIETU,40.95,2.93
GIRIFTU,39.75,2.02
GIRIFTUHARADE,39.08,2.88
GIRIGANHILLS,37.73,-3.45
GIRIKI,36.07,0.4
GIRIMALETA,39.78,-2.7
EMURUAGIRING,36.45,1.47
GISAMBAI,34.75,0.05
GISAMBA,34.75,0.05
GISHERAMURUAK,35.43,-1.4
GITAKUSUBLOCATION,37.22,-0.05
GITANGUIN,36.08,-0.58
GITARE,37.55,-0.4
GITARENESUBLOCATION,37.75,-0.38
GITARO,37.07,-0.73
GITARU,36.68,-1.23
GITARUSUBLOCATION,36.07,-1.23
GITATHI,37.07,-0.4
GITATHIINI,36.93,-0.43
GETATHURU,36.9,-1.23
GETAUGA,37.07,-0.05
GITERO,36.93,-0.45
GITHAGARA,37.02,-0.77
GITHAGOYA,37.22,-0.65
GITHAI,36.62,-0.48
GITHAKWA,36.9,-0.47
GITHAMBA,36.82,-1.07
GITHAMBIA,36.95,-0.88
GITHAMBO,36.88,-0.72
GITHAMBO,36.9,-0.72
GITHANGA,37.08,-0.63
GITHANGA,37.07,-0.62
GIDHANJE,37.15,-0.75
GITHARE,36.03,-0.42
GITHARE,36.32,-0.42
GITHARURU,36.92,-1.03
GITHEE,35.6,-0.13
GITHEGA,36.7,-1.07
GITHEGA,36.82,-1.12
GITHEGI,37.07,-0.88
GITEMBE,37.05,-0.85
GITEMBESUBLOCATION,37.05,-0.85
GITHERERE,36.87,-0.48
GITHERIONI,36.65,-1.02
GITHERIONI,36.68,-1.05
GITHIGA,36.93,-0.7
GITHIGA,36.72,-1.08
GITHIGAA,36.73,-1.08
GITHIGAB,36.75,-1.1
GITHIGASUBLOCATION,36.75,-1.08
GITHIGUI,36.92,-1.05
GITHIKA,36.78,-0.75
GITHIMA,37.4,0.12
GITHIMA,36.35,-0.37
GITHIMA,36.87,-0.42
GITHIMA,37.07,-0.43
GITHIMA,37.1,-0.48
GITHIMA,37.1,-0.08
GITHIMA,37.05,-0.85
GITHIMA,36.6,-0.07
GITHIMASUBLOCATION,37.6,-0.82
GITHINGAB,36.75,-1.08
GITHINGUCHO,36.58,-1.08
GITHIORO,36.05,-0.47
GITHIORO,36.78,-1.47
GITHIORO,36.8,-1.02
GITHIORONI,36.65,-1.02
GITHIORONI,36.07,-1.03
GITHIOROSETTLEMENT,36.58,-0.73
GITHIRINGU,37.1,-0.37
GITHIRU,37.02,-0.45
GITHITHI,37.03,-0.73
GITHOGOROPLANTATIONS,36.85,-1.18
GITHOITO,36.65,-0.97
GITHONGO,37.58,0.97
GITHONGOSUBLOCATION,37.58,0.97
GITHUA,37.58,-0.6
GITHUGI,36.87,-0.52
GITHUGI,36.08,-0.62
GIMURU,36.92,-0.82
GITHUMU,36.9,-0.82
GITHUMOSUBLOCATION,36.92,-0.08
GITHUNGUCHUSUBLOCATION,36.92,-1.02
GITHINGURI,36.08,-0.37
GITHUNGURI,36.78,-1.07
GITHUNGURI,37.1,-0.55
GITHUNGURI,37.03,-0.68
GITHUNGURI,37.05,-0.73
GITHUNGURI,37.08,-0.92
GITHUNGURI,36.9,-1.05
GITHUNGURIGIAGICHAMU,36.07,-1.18
GITHUNGURILOCATION,36.75,-0.98
GITHUNGURISUBLOCATION,37.08,-0.92
GITHUNGURISUBLOCATION,36.75,-1.05
GITHUNGURU,36.92,-1.02
GITHURE,37.42,-0.45
GITHURI,37.2,-0.72
GITHUSUBLOCATION,37.82,0.12
GITHUYA,36.97,-0.87
GITHUVA,36.92,-1.87
GITIBORESUBLOCATION,37.58,-0.58
GITIESUBLOCATION,37.73,-0.07
GITIGE,37.03,-0.73
GITIHA,36.7,-1.07
GITILIGINIESTATE,36.6,-1.07
GITINDO,36.73,-1.05
GITINDOI,36.73,-1.03
GITITHIA,36.62,-1.05
GITITHIA,36.7,-1.07
GITITHIASUBLOCATION,36.62,-1.07
GITITU,37.03,-0.05
GITITU,36.82,-1.03
GITITUSUBLOCATION,37.03,-0.05
GITOMBO,36.08,-1.05
GITUAMBA,36.23,0.03
GITUAMBA,37.02,-0.77
GITUAMBA,36.85,-0.9
GITUAMBA,36.98,-0.93
GITUAMBA,36.95,-0.97
GITUAMBA,36.75,-1.08
GITUAMBAAGRICULTUREEXPERIMENTALFARM,36.85,-0.75
GITUAMBUGI,37.58,-0.37
GITUANDAGA,36.32,0.02
GITUATHI,37.05,-0.48
GITOBA,37.38,-0.47
GITUGE,37.02,-0.65
GITUGISUBLOCATION,37.02,-0.65
GITUGU,36.93,-0.68
GITUI,37.05,-0.73
GITUMBI,36.98,-0.4
GITUMBI,37.27,-0.45
GITUNDUTI,37.13,-0.38
GITUNE,37.77,0.22
GITUNTU,37.07,-0.28
GITURA,37.12,-0.92
GETURI,37.43,-0.48
GITURU,34.9,-1.48
GITURU,36.85,-0.8
GITURU,36.88,-0.82
GITURUESTATE,36.8,-1.2
GITURUSUBLOCATION,36.87,-0.82
GITURUSUBLOCATION,36.9,-1.82
GITUTO,37.9,-0.72
GITUTO,37.02,-0.72
GITUTO,37.02,-0.73
GIITWA,37.68,-0.43
GITWAMBA,36.7,-0.98
GITWARA,37.48,-0.4
GITWE,36.82,-0.95
GITWEKU,36.97,-0.7
GIVIGOI,34.78,0.03
GIVOGI,34.82,0.05
GIVOLE,34.73,0.03
GLANVILLEHALT,35.07,0.95
GLENLEEDLE,36.52,-0.7
GOATISLAND,36.4,-0.78
GOBA,39.45,3.15
GOBAT,35.92,0.18
COBEI,34.32,-0.1
GOBELIA,34.8,-1.3
GOBO,39.1,-3.82
GOBWESUBLOCATION,39.38,-3.92
GOCHOBOLOK,35.7,2.15
GOCHOBOLOK,35.68,2.18
GOCHOBOLOK,35.68,2.13
GOCHODIN,35.08,2.02
GODAHALOVALLEY,39.12,3.52
GODANABIO,40.2,-2.63
GODBIM,34.2,-0.78
GODBURA,34.08,-0.72
GODE,39.12,3.32
GODOLOO,34.1,-0.78
GODOMA,39.3,3.05
GODOMADIDIKO,39.27,3.45
GODOMA,39.27,-4.4
GODOMA,39.28,-4.4
GODONI,39.43,-4.15
GODONIFOREST,39.43,-4.15
GODONOODO,39.55,3.37
GODRABUOR,34.47,-0.52
GODSIBUOCHE,34.37,-0.98
GOGARFARM,35.08,-0.02
GOGO,34.18,-0.78
GOGOFALLS,34.35,-0.9
GOI,38.57,-3.53
GOIBEI,34.08,0.05
GOIBEY,34.08,0.05
GOIGOI,35.87,0.03
GOIGOI,34.63,1.05
GOIMASE,35.85,0.2
GOISOI,35.78,0.58
GOITIGO,35.82,-1.05
GOITU,38.08,0.77
GOITUABALOMI,38.12,0.45
GOITUIMET,35.98,0.08
GOITURU,35.03,0.63
GOIYABASEI,34.98,-0.97
GOL,39.58,-0.65
GOLA,39.27,3.12
GOLAN,37.03,3.08
GOLANAGOF,39.38,0.77
BOROBINI,40.2,-2.45
GOLDOYN,36.07,0.53
GOLINACHA,37.7,3.27
GOLINI,39.47,-4.15
GOLINISUBLOCATION,39.48,-4.15
GOLJA,40.12,3.88
GOLJA,37.85,1.05
GOLO,39.62,-3.93
GOLOLBI,40.87,3.25
GOLOLE,37.87,2.27
GOLOLE,38.55,3.58
GOMBATO,39.57,-4.27
GOMBESUBLOCATION,34.05,0.27
GOMBIS HARA,39.8,0.87
GOMBO,38.07,2.23
GOMBOLA,39.8,3.08
GOMBOT,35.05,0.45
GONA,39.45,-4.02
GONDO,36.98,-0.07
GONGO,34.48,0.08
GONGONI,39.82,-3.73
GOGONI,39.48,-4.42
GONGONI,40.13,-3.03
GONGONI,39.77,-3.08
GONGONIFOREST,40.47,-2.37
GOGONI,39.47,-4.42
GONGONISUBLOCATION,40.12,-3.03
GONGONISUBLOCATION,39.77,-3.82
GONGOSUBLOCATION,34.48,0.07
GONJA,39.13,-4.58
GONJA,39.07,-4.55
GONJASUBLOCATION,39.92,-3.1
GOOBUT,38.87,0.48
GOOCHI,38.9,2.47
GORADUDIPLAIN,39.9,2.12
GORASU,39.58,-0.45
GORGEFARM,36.03,-0.87
GORGESVALLEY,37.38,-0.15
GORGOR,35.08,-0.9
GORGOR,35.07,-0.9
GORGORSUBLOCATION,35.08,-0.9
GORIALO,39.1,0.25
GORIGA,37.55,0.1
GORIGORI,38.93,-4.02
GORIMARIA,34.32,-1.02
GOROBA,35.65,-0.63
GORONGAESTATE,34.87,1.12
GOROWAITCHU,37.3,4.18
GORS,34.73,-0.57
GARAGOLI,34.77,0.02
GORUFFA WELLSOF,38.82,0.03
GORYA,34.15,0.57
GOSAGOSI,36.85,2.12
GOSE,39.98,2.57
GOSHI,39.42,-3.45
GOSHI,39.07,-3.35
GOTANI,39.53,-3.78
GOTBIM,34.22,-0.78
GOTBONDE,34.52,-0.05
GOTHOA,38.52,-2.8
GOTJOPE,34.53,-1.05
GOTKOJOWI,34.27,-0.77
GOTKOKECH,34.48,-0.52
GOTKOKWIRI,34.45,0.13
GOTKOPOLO,34.2,-0.15
GOTKWERE,34.32,-1.05
GOTNYANGO,34.73,-0.45
GOTASIMBO,34.32,0.18
GOTRATENG,34.88,-0.43
GOTU MELKA,38.73,1.12
GOTUNYENCHA,37.82,2.02
GOTUNYENCHA,37.82,2.15
GOYMONANGERUINS,36.12,0.55
GOYO,34.37,-0.6
GRAHAMSLAGOON,36.27,-1.97
GRANDFALLS,38.27,-0.27
GRANVILLEESTATE,37.05,-1.27
GRASSLANDRESEARCHSTATION,35.65,-0.35
GREATOROBA,35.65,-0.07
GREGORYGLACIER,37.32,-0.15
GREYSTONEFARM,37.02,-1.02
GREYSTONES,35.37,0.28
GRIFFONPATCHES,40.02,-3.25
GRIGGPEAK,37.32,-0.02
GRUBABEWA,38.08,1.05
GTARUSCHEME,37.77,-0.82
GU,34.97,-0.37
GUAMA,37.03,-0.45
GUAMASUBLOCATION,37.03,-0.43
GUBA,41.08,-1.45
GUBABARBARESA,38.07,3.03
GUBABTUTUCHIRATE,39.03,2.73
GUBAHEREBA,38.65,3.28
GUBAIDU,40.13,-1.65
GUBANI,40.12,-1.72
GUBATU,39.63,-0.55
GUBATU LAGA,39.65,-0.53
GUBATU LAGA,39.68,-0.57
GUBATU MELKA,39.23,1.1
GABIDILO,38.05,1.08
GUCHA,34.57,-0.8
GUCHA,34.13,-0.93
GUDABATU,39.48,3.08
GUDAS,38.13,2.08
GUDAS,38.08,1.98
GUDE,39.32,-3.77
GUDHAGARSODIMALE,40.58,3.12
GUDUDIYU,41.58,3.92
GUE,37.97,1.48
GUGUFTA,39.32,-2.1
GULAL WEL,40.3,1.62
GULANZI,39.22,-4.18
GULANZISUBLOCATION,39.2,-4.18
GULEDDAE,40.75,1.47
GULMARGESTATE,36.87,-1.15
GUMAJERIN,40.03,0.75
GUMBA,34.12,-0.42
GUNA,38.82,3.45
GUNG,34.12,-0.8
GUNGA,34.12,-0.8
GUNGA,34.63,-0.68
GUNGA,34.12,-0.82
GUNIA,37.1,-0.32
GUNINI,38.13,-1.32
GUNIWAKHORA,39.42,3.02
GUNYU,39.37,-4.6
GURA,37.08,-0.52
GURAFALLS,36.77,-0.52
GURAGURA,36.88,-1.07
GURAR,39.57,3.37
GURASUBLOCATION,36.98,-0.52
GURAT,40.07,1.22
GURBA,38.1,0.92
GURE LAGA,39.08,3.52
GUREKERIBAY,34.12,-0.98
GURGALA,40.08,-1.03
GURGUR,35.62,2.13
GURIKA,36.98,1.82
GURIS,40.35,3.92
GURKU,39.6,3.03
GURLEYO,37.58,1.35
GUROSUBLOCATION,39.43,-3.97
GURUGURU,39.45,-3.7
GURUJU,39.42,-3.38
GURUMESA LAGA,39.08,3.05
GURUMUM,34.63,1.08
GURUSUMES,38.65,-0.05
GURUTUMA,36.55,1.93
GUS,36.85,3.07
GASHOLE,35.98,0.02
GUTINI,38.63,-3.42
GUYOGUBUSUBLOCATION,39.53,-3.08
GUYUARDI MALKA,38.6,-0.02
GWAKAETHE,37.73,-0.47
GUANO,40.05,-1.08
GWASIHILLS,34.15,-0.62
GWASILOCATION,34.1,-0.7
GWITU,35.58,-0.08
HABALAKESDUBISWATERHOLE,39.87,-2.02
HABASWEIN,39.48,1.02
HABIBMUNGUDZA,39.98,-3.02
HABITRE,34.45,0.08
HABOKOK,35.43,2.22
HABUL,40.92,-0.52
HACHINI LAGH,40.07,3.93
HAD EL,37.58,3.95
HADADO,39.27,1.48
HADADOGOF,40.03,3.02
HADDO,39.02,-1.92
HADU,39.95,-2.82
ADU,39.97,-2.85
HADU,36.37,3.42
HADUHILLS,36.53,3.02
HADUKHUNGELEHILLS,35.87,2.02
HAFARIDIMA,37.08,4.35
HAFAROTO HARAR,39.95,3.62
HAGADERA,40.37,0.02
HAGARDULAN,40.38,2.62
HAGARI,39.13,0.53
HAGARJIRIR,38.8,0.35
HAGARSO,40.02,-0.75
HAGARSU,41.78,3.87
HAGITHILLS,35.92,2.28
HAIHOWAL,40.38,4.03
HAIYA,38.07,2.45
HAIYA,38.08,2.47
HAJEESBRIDGE,35.38,0.45
HALAKEHALO,39.03,3.47
HALAKEHALO,39.03,3.48
HALANGO,41.1,3.08
HALANGOGOF,41.08,3.07
ALATI LAKE,40.43,0.57
HALATI,39.62,2.48
HALIMA,39.82,2.85
HALISIRUWA,37.55,2.85
HALISIRUWA,37.53,2.07
HALLTARNS,37.35,-0.15
HALOBADILE,40.37,3.55
HALODIKE,39.3,3.13
HALOGUDA,39.03,3.2
HALOLIOGORCHI,39.45,3.28
HALUABAGALA,39.07,-2.85
HALUMBOBE,34.68,0.12
HAMADIKIKO,40.08,-2.22
HAMARAIS,39.6,-0.65
HAMARAIS,39.78,-0.07
HAMBALASH,40.87,1.35
HAMEYE,39.02,-0.07
HAMEYI,40.2,4.02
HAMISI,34.8,0.07
HAMISISUBLOCATION,34.78,0.07
HAMSIA,38.18,-1.73
HAMUR WAR,41.55,3.7
HANDADU,41.82,3.92
HANDAKIWELADE,40.93,1.68
HANDAMPIA,40.07,-1.58
HANDARAKO,39.35,-1.78
HANDARI,40.07,-1.47
HANDEGE,36.87,-1.47
HANDEGESUBLOCATION,36.87,-0.98
HANDIDI,34.8,0.03
HANGINGTARN,37.03,-0.15
HANJALE GAR,37.85,2.27
ANJALE GOFA,37.08,2.28
HAR LAGA,39.6,1.07
HARA,39.58,-0.42
HARA BUR,40.7,2.58
HARA BUR,40.73,2.72
HARAADE,40.85,1.03
HARABAWR,39.1,3.52
HARABUITE,40.55,3.18
HARADAUA,40.42,4.08
HARADIMA,40.9,-0.68
HARADO,39.15,3.2
HARAHURILE,40.27,4.05
HARAKKOBEKOBE,38.43,0.05
HARALE,39.62,0.13
HARALE,39.6,0.13
HARAMANSA,41.03,3.25
HARAMBEE,36.87,-1.28
HARANGI,37.12,-0.55
HAMARIS,39.37,-0.58
HARARBAGARSE,39.1,0.87
HARARMAGANYAB,39.02,0.75
HARARO KUBI,39.87,3.53
HARDY,36.73,-1.37
HAREBA,39.12,3.05
HAREFIELDFARM,36.58,-1.05
HARERE,40.6,-1.12
HARERIT,37.35,3.02
HARGAGABA,38.22,2.6
HARIDFI,40.82,-0.58
HARIDFI,40.08,-0.6
HARIR,39.97,3.07
HARIR EL,39.97,3.07
HARKISA,40.12,-2.03
HARNUWAYNU,40.87,0.38
HARO LAGH,40.97,2.07
HARRIESROAD,37.73,-1.05
HARRISTARN,37.32,-0.15
HARURU,40.18,-1.32
HARVEYHILL,36.7,-1.23
HARVEYSSTREAM,35.73,-0.32
HASALA,34.43,0.15
HASANA,39.82,-0.43
HATATESA,40.9,-0.72
HATFIELD,36.18,-0.27
HATHAINI,36.9,-0.05
HAUSBERGTARN,37.3,-0.15
HAUSBERGVALLEY,37.25,-0.13
HAWACHOSAMBUR,40.13,3.07
HAWACHOSHARAN,39.02,3.07
HAWALBEN,40.05,1.6
HAWALBEN,39.9,2.52
HAWALBUNA,40.87,2.73
HAWALJARSO,39.88,3.7
HAWALWELMERED,40.95,1.25
HAWEWANJESUBLOCATION,39.57,-3.08
HAWI,35.57,-0.08
HAWTHIKORA,39.08,0.98
HAYTONSFALLS,36.12,-1.85
HEARTBREAKCAMP,39.08,-3.23
HEDAD,37.28,2.37
HEDAYAFARM,35.92,-0.15
HEDIDA,38.2,3.47
HEHO,37.12,-0.08
HEILU,39.03,3.48
HEIMANDFORELGLACIER,37.3,-0.15
HELDIJOR,39.45,-0.18
HEMANI,40.23,-2.48
HEMBE,36.08,-0.62
HEMSTEDSBRIDGE,35.07,0.77
HENIVILLAGE,36.55,-0.78
HENZAMWENYESUBLOCATION,39.18,-4.48
HERMANI,39.3,-0.93
HEWANI,40.02,-2.23
HIDDENTARN,37.32,-0.18
HIDILATHIWELLS,38.68,-2.42
HIDIO,40.73,-2.23
HIDIOMARARA,40.75,-2.23
HIGHLANDCASTLE,37.25,-0.13
HIGHLANDSNUMBERONE,35.42,0.07
HIGHLANDSNUMBERTWO,35.42,0.05
HIGHRIDGE,36.8,-1.25
HIGHRIGGROAD,35.97,-0.05
HIGLET,40.32,-1.07
HILLCRESTDAIRY,36.63,-1.15
HILLFARM,36.93,-0.4
HINDEVALLEY,37.37,-0.12
HINDI,40.82,-2.18
HIPPOPOINT,36.3,-0.8
HIPPOPOOL,36.9,-1.42
HIRAMAN,39.08,-1.15
HIRAMAN,39.92,-1.12
HIRBAI,39.22,-0.1
HIRIGAFLATS,37.05,-0.38
HOBLEYVALLEY,37.03,-0.18
HOBUNAKA,34.63,0.02
HODI RAS,39.58,-4.05
HOEYSBRIDGE,35.12,0.88
HOGA,38.7,3.35
HOGICHU,37.92,2.32
HOGICHU,37.08,2.35
HOGO,34.45,-0.6
HOHNEL LAKE,37.28,-0.18
HOHNELVALLEY,37.25,-0.2
HOHWE,37.05,-0.47
HOI,37.08,3.58
GALOLE,40.03,-1.48
HOLALI LAGA,39.05,3.52
HOLEBALANGA,39.03,3.15
HOLEDADACHA,39.35,3.02
HOLMWOODFARM,36.07,-1.15
HOLO,35.07,-0.03
HOLOBWANDAROAD,34.58,-0.05
HOLODE,36.85,1.47
HOMALIME,34.47,-0.42
HOMALIMEKOWUOR,34.47,-0.43
HOMAPOINT,34.47,-0.35
HOMBA,34.35,0.12
HOMBALA,34.7,0.12
HOMBALE,34.73,0.08
HOMBE,37.12,-0.35
HOMBI,37.05,-0.43
HONEYMOONHILL,36.07,-0.32
HONGWEISLAND,34.12,-0.98
HONI,36.73,-0.35
HONO,34.32,0.1
HOOKTARN,37.03,-0.1
HOPKINSCAMP,37.52,-0.92
HORRADE,39.03,-0.98
HORRVALLEY,36.92,2.02
HOSHINGOMDOGO,39.6,-2.65
HOTHORIDESERT,39.58,1.65
HOTOMARUKWAN,35.38,2.02
HUGUINI,36.85,-0.48
HUGUINIROAD,36.08,-0.48
HUHOINI,37.02,-0.52
HUHOINI,36.93,-0.57
HUHOINI,36.87,-0.45
HUKA,38.1,0.9
HUKUI,38.78,0.22
HULMESBRIDGE,36.9,0.08
HULO,40.8,4.18
HULRO,34.15,0.1
HULU,34.13,-0.72
HULUGHO,41.07,-1.15
HURI,37.85,3.68
HUR,37.78,3.05
HURILE,40.32,4.03
HURRANHURRA,36.73,3.38
HUTROR,34.25,0.07
HUTTARN,37.3,-0.15
HYAENADAM,36.82,-1.03
HYANZA,34.28,0.13
HYPAXCORNER,36.43,-0.85
HYRAXVALLEY,36.8,-1.38
IANG,35.37,1.53
IANGINI,37.05,-1.95
IANZONI,37.32,-1.68
IBAACHO,34.9,-0.82
IBANJA,35.07,0.08
IBARA,34.97,-0.58
IBENCHO,34.68,-0.87
IBENCHO,34.72,-0.97
IBENCHO,34.7,-0.88
IBENCHO,34.68,-0.85
IBENO,34.85,-0.78
IBINZO,34.68,0.27
IBONIAESTATE,36.82,-1.18
IBOWASUBLOCATION,34.62,0.03
IBRAHIMSHARIWAA,40.18,1.35
IBRAHIMURI,40.62,1.6
IBRAHIMURI,40.62,1.62
IBUBI,34.63,0.03
ICACI,36.88,-0.98
ICHAGAKI,37.07,-0.82
ICHAGAK,37.08,-0.82
ICHAGAKISUBLOCATION,37.1,-0.8
ICAGICIRU,36.87,-0.45
ICAGICIRU,36.87,-0.43
ICHAMARA,37.08,-0.55
ICARUAKANO,36.92,-0.43
ICHICHI,36.85,-0.7
ICHICHISUBLOCATION,36.08,-0.7
ICHUGA,37.12,-0.45
ICHUNI,34.95,-0.8
IDAKHOLOCATION,34.68,0.22
IDALALEKUTOK,36.7,-1.7
IDELERE,34.7,0.02
IDEPES,35.62,-1.65
IDI,39.07,-2.27
IDOKHO,34.07,0.05
IDSOWE,40.12,-2.3
IDSOWE,40.12,-2.28
IDSOWE ZIWALA,40.12,-2.3
IGAKALA,34.7,0.05
EGAKERAMA,37.73,-0.25
IGAMBANGOMBE,37.82,-0.4
IGANASUBLOCATION,37.1,-0.58
IGANE,37.72,-0.05
IGANESUBLOCATION,37.73,-0.05
IGANJOSUBLOCATION,37.18,-0.8
IGARA,34.37,0.53
IGARE,34.8,-0.8
IGARIESUBLOCATION,37.95,0.07
IGEMBE,34.78,-0.9
IGIKIRO,37.18,-0.82
IGOILACHA,38.73,-3.68
IGOJI,37.68,-0.18
IGOJE,37.07,-0.18
IGOJILOCATION,37.72,-0.18
IGOKISUBLOCATION,37.07,0.03
IGOMA,34.82,-0.08
IGUAMETI,36.23,0.15
IGUHUSUBLOCATION,34.75,0.15
IGUNGA,34.72,0.12
IGWANJAU,37.7,-0.23
IHIGAINI,36.98,-0.68
GIHIGAINI,37.08,-0.78
IHINGA,37.08,-0.77
HITHE,36.87,-0.48
HITHEROAD,36.08,-0.47
IHONJE,34.45,0.28
IHUA,36.88,-0.43
IHUKU,37.12,-0.27
IHUMBU,37.05,-0.78
IHURIRIO,36.88,-0.55
IHURIRIOSUBLOCATION,36.87,-0.53
IHURURU,36.88,-0.42
IHURURURU,36.9,-0.4
IHWAGI,37.15,-0.45
IIANA,37.38,-1.57
IIANIDAM,37.37,-1.55
IIANISUBLOCATION,37.37,-1.53
IIMUNGUSH,37.03,-1.95
IIUNI,37.03,-1.68
IIUNI,37.37,-1.68
IIUNI,37.03,-1.65
IIUNISUBLOCATION,37.03,-1.68
IIYINI,37.23,-1.05
IJARA,40.52,-1.57
IJARA,40.52,-1.6
IKAASU,37.73,-2.03
IKAKINDU,36.78,-1.13
IKALAASA,37.07,-1.53
IKALOTONYANG,34.72,2.9
IKALYONI,37.35,-1.72
IKALYONI,37.38,-1.77
IKALYONISUBLOCATION,37.35,-1.73
IKANGA,38.07,-1.7
IKANGA,38.52,-3.37
IKANGA,39.48,-3.72
IKANGA,37.92,-1.97
IKANGA,37.98,-2.37
IKANGALOCATION,38.02,-1.78
IKANGASUBLOCATION,38.02,-1.7
IKANGASUBLOCATION,38.2,-1.75
IKANGASUBLOCATION,38.52,-3.35
IKANGASUBLOCATION,39.48,-3.72
IKANGAVYA,37.48,-1.85
IKANGAVYASUBLOCATION,37.48,-1.85
IKATAI,37.32,-1.85
IKATHEMA,38.4,-0.38
IKE MORU,34.55,3.87
IKENYE,34.87,-0.08
IKEREGE,34.55,-1.2
IKILISA,37.43,-1.7
IKINDI,37.47,-0.73
IKINU,36.78,-1.1
IKINU,36.8,-1.1
IKINUSUBLOCATION,36.78,-1.1
IKITOR,38.6,-2.1
IKOBA,34.68,-0.77
IKOBERO,34.82,0.13
IKOMANZUKA,38.02,-1.02
IKOMBISUBSURFACEDAM,37.68,-1.25
IKOMBO,37.9,0.32
IKOMEROSUBLOCATION,34.05,0.13
IKOMOADAM,38.05,-0.07
IKOMOADAM,37.95,-1.22
IKONDENI,37.3,-1.6
IKONGE,35.03,-0.53
IKONGE,35.02,-0.53
IKONGE,34.08,-0.07
IKONGOSUBLOCATION,37.92,-0.58
IKONYERO,34.72,0.28
IKOO,38.02,-1.18
IKOO,38.25,-1.48
IKORO,34.1,-0.72
IKOYO,37.78,-2.23
IKUISUBLOCATION,37.68,-0.2
IKULIADAM,38.1,-0.75
IKULU,37.28,-1.53
IKULUMI,38.23,-2.03
IKUMA,36.87,-1.03
IKUMBA,34.72,0.05
IKUMBA,37.47,-1.78
IKUMBI,36.9,-0.78
IKUMBI,36.88,-0.78
IKUMBO,37.73,-0.27
IKUMONIDAM,37.37,-1.57
IKUMONINUMBERONEDAM,37.38,-1.57
IKINDU,37.65,-1.65
IKUNDU,37.15,-0.77
IKUNDU,38.02,-1.38
IKUNGU,37.08,-2.22
IKUNGU,37.85,-2.23
IKUNWA,35.8,0.25
IKURIA,36.82,-1.08
IKUTANTHALE,38.32,-2.08
IKUTHA,37.62,-2.05
IKUTHA,38.02,-2.05
IKUTHA,38.18,-2.07
IKUTHALOCATION,38.18,-2.07
IKUU,37.65,-0.37
IKUYUNI,38.05,-1.47
IKUYWA,34.93,0.22
IKUYWA,34.9,0.2
GWA,34.62,-1.13
IKEWE,37.35,-1.53
ILAANI,38.22,-2.05
ILADU,39.15,3.37
ILAIL,37.05,0.37
ILAINGARUNYENI,36.93,-2.03
ILAINGARUNYIENI,36.98,-2.42
ILAINGARUNYIENI,37.03,-2.52
ILAINGARUNYENIHILLS,37.03,-2.42
ILAINGOK,37.02,0.03
ILAMBA,38.12,-1.77
ILAMBA,37.93,-2.03
ILANGI,38.93,-1.93
ILANI,37.97,-1.42
ILARIAK,36.03,0.35
ILARIAK,36.43,0.27
ILASIT,36.98,-1.68
ILASIT,37.98,-1.63
ILAUT,37.25,1.87
ILBAALOLGOTO,37.95,0.9
ILBAAOIBOR,37.45,0.92
ILBAAOIBOR,37.53,0.97
ILBAAOKUT,37.57,0.93
BALONGELAK,36.98,0.47
ILBARTUK,36.63,1.13
ILBISIL,36.08,-2.12
BESIL,36.78,-2.1
BISIL,36.87,-2.15
ILBONYEKIPLAINS,37.12,1.08
ILBONYUKI,37.05,1.08
ILBUSILENASHAMUNYEI,37.77,0.78
DALALAKUTUK,36.85,-1.92
ILDAMATSECTION,36.85,-1.08
ILDARAKWA,36.55,-0.07
ILDARETA,35.98,-1.63
ILDEBESARE,36.85,1.07
ILDEPEN,36.37,-2.22
ILDERA,36.87,2.18
ILDIKTI,35.93,-1.98
ILDIMATLOCATION,36.03,-1.03
ILDOIGAN,37.1,0.2
ILDUNGISHO,35.82,-1.48
ILDUNGISHO,36.02,-1.05
ILEHO,34.93,0.25
ILELIDIKA,40.68,3.25
ILELIGUDA,40.73,3.22
ILEMBAISLAND,33.92,-0.57
ILEMKAJOKON,35.4,4.38
ILENGENI,37.43,-2.38
ILEREK,36.22,4.32
ILEWASOSECTION,36.88,0.53
ILEWASOSUBLOCATION,36.9,0.45
ILGERAI,37.32,1.57
ILGERI,35.7,-1.78
ILGIMIRR,36.27,4.18
ILIBABU,39.87,-3.18
ILIITHUKU,38.35,-2.15
ILIKA,37.78,-1.55
ILIKA,37.77,-1.57
ILIKASUBLOCATION,37.78,-1.58
ILILODOKILANISECTION,36.02,-1.08
ILILUNIYANTHUKA,38.47,-2.05
ILIM,37.63,1.82
ILINGONI,37.52,-2.03
ILINGONI,37.98,-2.03
ILIYU,38.27,-0.18
