STID,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29
201050503,3,0,5,4,7,3,4,7,5,5,7,3,2,5,40,5,1,1,6,6,2,1,3,0,5,2,3,0,1,0
201050504,1,6,7,4,0,1,3,3,7,2,2,0,6,7,51,3,0,5,5,2,4,0,1,3,1,0,2,1,6,7
201050601,0,4,0,2,2,2,7,6,1,7,4,3,2,5,50,2,4,4,2,2,3,0,4,6,0,4,3,6,0,4
201050602,5,3,4,4,7,4,3,6,1,4,3,2,6,4,76,2,4,0,2,2,4,1,4,0,5,2,7,5,3,4
201050603,1,3,7,7,4,2,1,1,7,1,3,3,5,2,10,5,1,6,0,1,7,6,1,7,0,1,1,2,3,2
201050604,7,5,6,7,6,7,7,5,1,3,7,3,7,0,65,1,7,2,7,6,4,0,7,6,7,1,3,4,3,4
202010101,7,1,5,2,2,2,0,5,1,4,5,6,0,3,37,5,4,5,0,0,4,2,7,2,7,6,5,5,5,6
202010102,6,2,5,3,6,5,2,0,0,3,5,3,3,7,22,6,7,7,5,2,0,3,6,1,7,6,3,2,6,5
202010103,1,3,0,0,7,6,4,7,6,7,3,5,2,1,06,2,4,7,7,3,4,0,0,6,7,3,3,1,3,0
202010104,4,6,6,4,3,7,7,1,3,1,4,3,6,5,34,5,5,2,0,2,2,0,7,7,2,6,6,7,5,7
202010201,2,4,1,4,1,0,1,5,4,3,2,6,5,3,05,6,4,1,0,6,7,3,7,2,3,4,0,1,2,2
202010202,6,0,1,6,4,5,4,7,6,3,6,5,2,5,64,2,4,1,4,7,0,4,3,2,6,0,6,7,2,2
202010203,6,7,7,2,2,7,3,6,4,4,7,3,7,4,26,4,4,0,0,3,5,3,0,6,7,7,1,1,7,1
202010204,3,6,0,6,0,0,6,6,6,4,3,4,4,6,66,1,3,3,2,3,2,6,0,1,3,4,0,4,7,2
202010205,4,3,2,2,1,6,1,7,6,0,7,5,7,7,66,3,4,4,0,1,1,3,0,0,5,6,4,7,3,3
202010301,0,7,6,7,4,1,3,6,3,2,1,6,7,5,21,3,2,4,3,7,6,5,0,2,2,6,0,5,2,3
202010302,2,4,3,5,0,2,3,4,4,1,0,7,1,0,70,2,4,0,6,3,4,4,6,5,4,0,1,7,0,5
202010303,0,4,7,1,7,0,5,7,5,6,2,0,0,1,22,2,3,6,0,7,6,0,2,3,1,6,6,5,3,3
202010401,2,2,0,1,1,6,1,2,0,7,6,7,2,7,63,4,2,0,4,5,0,0,4,1,4,6,5,0,0,2
202010402,2,7,1,5,4,3,7,6,7,4,2,5,0,7,27,3,6,6,3,7,7,3,6,6,3,7,6,7,6,4
202010403,5,3,2,0,6,1,2,1,3,3,2,1,6,7,60,5,4,3,2,0,0,5,1,3,4,1,6,5,3,0
202010404,0,6,1,7,0,6,7,6,1,1,4,0,2,7,32,7,4,0,1,7,7,6,6,4,1,2,0,1,7,2
202010501,2,2,2,7,2,7,0,5,4,7,6,1,0,7,77,6,0,5,3,0,6,2,5,1,0,4,3,1,5,1
202010502,1,6,4,3,1,0,4,1,3,1,7,5,5,7,44,4,1,0,3,6,7,3,3,6,5,7,5,1,2,7
202010503,1,6,2,2,7,5,5,3,1,0,5,5,4,4,56,2,7,6,2,4,5,6,1,4,2,2,6,7,0,4
202010504,4,7,5,2,7,2,2,3,1,1,1,3,4,0,22,7,4,5,3,3,2,4,0,5,7,5,5,5,2,0
202010601,4,6,2,5,4,3,2,6,0,1,4,7,2,0,74,1,2,4,5,5,3,2,1,1,5,2,3,4,7,3
202010602,5,3,3,5,7,0,4,3,1,4,0,3,7,1,57,7,2,3,6,5,1,7,7,3,3,6,1,5,2,7
202010603,5,7,3,1,7,3,6,5,6,7,1,4,7,0,12,4,6,3,0,5,4,2,5,3,2,1,3,1,2,5
202010604,3,5,6,1,7,4,2,5,6,0,7,4,4,6,46,1,0,1,5,5,7,3,3,7,6,5,4,5,2,7
202020101,4,5,6,2,0,3,3,6,1,3,0,6,3,2,27,2,0,0,2,4,0,6,0,1,6,0,2,5,5,1
202020102,3,5,0,3,3,7,1,7,3,1,2,3,3,5,04,5,4,7,6,4,5,7,7,5,0,4,0,2,4,2
202020103,2,7,0,1,4,0,7,0,4,4,6,1,7,7,24,4,5,6,6,4,0,7,6,5,5,5,2,2,3,7
202020201,0,5,1,6,1,5,5,6,3,0,2,0,5,2,43,6,5,6,2,1,5,4,0,6,4,3,0,2,4,3
202020202,7,2,0,4,6,3,1,1,4,3,0,1,6,0,13,1,1,0,0,1,6,1,2,4,6,4,1,1,0,1
202020203,4,6,3,6,5,6,1,2,3,3,6,2,7,7,26,5,3,4,1,5,1,5,4,6,2,2,3,7,7,6
202020301,4,5,1,4,0,5,6,1,4,1,0,5,4,3,42,3,0,7,2,0,0,2,6,5,3,6,3,5,5,6
202020302,5,0,3,7,5,6,2,2,6,4,3,0,4,6,01,6,3,0,4,5,6,6,0,7,0,3,3,6,1,7
202020303,5,1,3,5,6,2,7,6,1,1,2,2,7,7,12,5,3,6,7,5,3,6,6,1,3,3,4,7,2,2
202020401,6,6,3,6,7,2,1,2,4,7,5,0,7,2,46,2,3,1,3,2,6,3,6,1,3,6,5,3,6,3
202020402,3,2,3,4,4,7,3,5,3,7,1,1,1,5,24,2,5,2,1,2,6,0,3,1,4,0,1,2,3,6
202020403,3,7,2,7,1,7,5,0,1,2,7,4,1,7,12,2,4,2,5,2,6,6,6,0,5,2,6,2,3,6
202020404,0,2,0,7,0,6,4,2,6,3,2,7,7,3,22,0,5,2,6,6,4,0,7,6,0,5,6,3,4,5
202030101,4,6,6,2,7,5,3,6,2,2,7,4,4,1,76,4,5,0,1,4,1,1,5,0,4,0,6,7,6,6
202030102,3,6,4,2,6,3,1,0,6,6,0,6,2,3,70,6,4,5,1,7,1,4,2,5,7,2,4,6,3,6
202030103,6,6,4,2,5,3,5,7,4,6,5,7,7,5,60,3,3,3,4,6,4,6,3,5,3,4,5,7,7,6
202030104,2,6,1,4,0,4,6,2,7,6,7,4,0,2,54,5,2,2,1,3,5,7,7,5,3,7,6,7,3,6
202030201,6,2,0,6,4,3,5,2,0,1,4,5,4,5,26,0,6,1,0,5,6,0,1,5,1,5,1,7,0,5
202030202,6,3,7,7,3,0,6,0,5,4,3,3,7,3,16,0,7,4,2,3,2,5,1,1,2,4,3,1,7,2
202030203,7,5,0,2,2,5,2,2,4,2,4,7,7,3,17,6,3,0,0,1,1,1,5,2,6,7,0,1,0,7
202030301,1,0,6,7,1,7,3,4,3,3,0,0,5,2,07,2,5,0,6,2,5,2,6,1,5,0,7,2,4,4
202030302,7,5,3,1,6,5,1,0,4,7,6,3,2,6,37,5,3,2,6,3,2,7,1,5,6,0,5,0,2,1
202030303,5,1,1,6,1,2,1,6,6,3,2,5,4,2,25,7,1,1,6,7,4,6,5,4,5,4,7,3,6,2
202030304,3,2,2,4,1,1,3,4,1,0,1,0,7,5,52,1,5,7,6,3,7,7,7,1,5,2,5,4,2,5
202030401,4,3,4,1,1,0,4,6,5,1,7,4,2,3,27,5,7,0,2,0,4,2,5,6,3,5,5,0,7,4
202030402,0,3,2,1,6,5,3,1,6,3,6,1,2,0,56,7,4,4,5,1,4,1,1,3,5,5,7,4,6,0
202030403,1,4,2,3,2,6,4,0,0,5,7,2,7,7,52,4,6,0,4,4,0,1,1,7,0,7,7,0,5,4
202030404,5,4,4,6,5,3,1,7,7,3,2,4,1,6,05,1,2,5,0,3,4,0,2,2,5,2,4,7,2,5
202030501,6,7,4,7,6,3,6,7,5,4,5,0,3,0,11,5,3,7,2,7,2,1,6,4,3,1,4,4,4,3
202030502,1,6,2,1,5,7,0,6,2,1,7,1,5,4,43,3,1,1,7,2,2,0,1,1,2,7,7,2,2,6
202030503,2,2,7,0,3,4,4,1,4,1,2,4,4,0,66,4,4,5,2,2,7,5,7,3,2,7,6,1,1,6
202030504,7,2,4,2,3,7,6,0,1,1,0,3,4,1,74,7,1,5,6,6,3,1,4,6,2,5,0,1,0,7
202030601,0,2,2,3,7,1,6,0,3,0,6,1,7,1,35,7,6,1,7,4,0,5,7,1,1,5,6,4,3,5
202030602,6,4,6,7,5,0,6,6,1,3,2,7,7,6,70,0,0,4,5,4,3,5,1,4,3,6,5,3,0,5
202030603,0,1,1,4,2,4,4,7,1,5,3,0,7,2,45,1,4,2,0,0,4,1,5,3,4,3,7,6,6,2
202030604,7,5,6,3,5,4,3,2,3,3,7,1,5,4,55,6,7,4,7,2,6,0,0,1,2,4,2,5,3,3
202040101,2,1,2,4,6,6,6,3,3,1,1,4,4,4,00,0,5,7,0,5,6,2,7,4,1,0,5,6,0,2
202040102,1,4,0,2,7,7,7,3,0,3,7,1,2,7,12,1,3,3,6,1,2,0,7,7,6,5,3,4,6,6
202040103,3,7,6,4,5,4,3,4,3,1,1,3,5,5,23,5,6,1,0,1,3,5,0,2,1,0,6,3,4,5
202040201,6,2,2,5,4,0,6,1,4,2,3,3,7,5,64,7,3,0,7,0,7,7,1,5,0,2,5,4,3,3
202040202,3,5,3,3,2,3,2,1,5,4,4,2,4,4,01,2,3,0,0,1,4,6,7,4,2,2,5,2,3,3
202040203,5,7,2,6,7,2,1,3,2,7,5,4,4,1,36,6,0,1,6,1,0,6,7,0,1,0,5,0,5,3
202040301,3,4,0,5,6,6,6,0,6,3,1,2,1,0,21,1,3,7,1,3,6,5,7,0,1,1,6,1,0,1
202040302,5,2,6,3,7,5,3,3,3,5,6,2,3,5,51,6,3,6,2,3,0,3,0,0,5,1,7,7,1,5
202040303,5,6,4,1,5,0,5,1,5,4,5,7,2,5,47,5,6,2,7,0,1,1,7,7,1,7,5,4,3,3
202040304,2,6,4,5,6,4,6,7,5,1,4,2,5,3,01,2,4,7,0,1,5,1,0,6,1,6,0,2,3,3
202040401,6,3,4,2,6,7,6,1,2,0,7,5,4,7,62,2,6,6,6,3,0,3,6,3,3,6,2,6,1,2
202040402,0,2,0,1,6,2,5,6,6,5,1,2,0,0,13,3,6,0,6,5,3,4,2,6,6,5,5,3,5,7
202040403,1,7,2,6,2,6,2,0,7,4,2,5,4,3,12,6,7,5,0,1,2,5,0,4,4,6,2,1,6,2
202040404,4,2,1,1,7,7,3,5,6,1,5,1,6,2,66,5,2,1,0,2,2,7,6,4,6,4,7,6,5,4
202040501,5,0,4,1,1,3,4,4,0,4,6,6,6,5,30,1,2,0,6,5,4,0,5,3,1,7,7,3,1,5
202040502,0,4,2,1,3,4,3,5,3,7,2,3,4,5,66,4,0,4,4,4,6,2,2,3,1,3,2,7,6,5
202040503,1,6,3,5,6,7,3,0,4,7,3,4,3,2,26,3,7,7,2,3,6,6,5,6,0,6,1,3,3,0
202040601,3,3,7,4,6,0,5,4,5,1,5,1,0,2,51,7,6,6,6,5,0,1,7,0,5,5,4,2,3,2
202040602,0,2,0,3,6,4,4,2,5,5,2,7,6,4,32,1,7,5,2,0,1,0,7,6,0,1,6,1,2,1
202040603,7,0,7,4,2,2,4,5,1,7,7,7,7,7,12,4,2,5,6,2,7,0,0,4,7,5,7,2,2,3
202050101,7,4,3,4,7,1,2,0,2,7,5,2,3,5,41,5,2,2,6,1,5,4,4,0,7,3,4,5,5,3
203010101,5,7,7,6,2,0,6,3,0,5,3,2,3,3,67,4,4,1,0,5,4,7,4,2,1,2,1,7,6,1
203010102,5,7,2,7,0,0,0,7,7,2,3,1,1,6,56,6,2,3,1,3,1,6,7,0,2,4,4,2,5,4
203010103,1,1,4,0,4,1,4,5,4,2,7,5,3,7,10,5,7,7,3,3,2,1,2,6,3,2,4,1,3,0
203010104,1,4,2,6,7,0,1,2,4,1,5,3,2,4,26,6,5,6,6,2,0,4,7,5,2,2,7,7,4,7
203010105,1,6,4,3,0,3,2,7,1,5,5,3,2,3,56,3,3,3,2,0,5,7,4,2,6,7,0,0,0,6
203010201,1,1,7,7,7,0,7,2,6,5,6,2,7,1,31,4,6,1,2,3,2,1,5,1,4,3,0,0,7,2
203010202,0,4,5,4,7,1,0,6,5,5,5,6,3,6,01,6,4,5,1,5,2,0,0,6,4,7,0,5,3,6
203010203,4,0,3,3,7,4,0,0,7,4,3,4,1,1,74,3,6,6,2,4,7,5,0,7,7,0,5,1,0,1
203010301,1,6,7,6,0,7,1,5,5,1,7,0,7,0,63,6,6,7,0,2,4,5,5,7,1,0,6,2,2,7
203010302,3,5,4,7,1,6,0,5,0,7,5,3,0,5,07,2,2,7,5,6,0,4,3,0,2,1,3,7,0,7
203010303,4,2,2,7,3,6,6,6,3,2,1,6,0,3,25,6,5,7,7,2,3,2,7,5,3,6,5,1,1,4
203010401,4,5,4,7,4,3,1,1,5,1,3,7,3,2,02,5,7,7,4,5,1,4,1,5,5,1,1,6,0,4
203010402,7,4,1,3,7,2,5,4,5,4,4,5,7,4,27,0,6,6,0,7,4,6,5,3,6,2,4,6,4,0
203010403,2,7,3,2,4,6,2,4,2,2,4,0,1,5,27,5,2,1,6,6,0,0,1,3,2,4,5,7,5,1
203020101,7,7,2,2,4,2,2,2,7,7,3,2,5,7,42,2,4,3,1,2,2,7,1,6,2,0,3,3,5,1
203020102,4,6,1,0,2,0,7,0,5,5,1,7,1,1,45,7,3,6,5,0,7,2,7,2,6,4,0,0,4,2
203020103,5,6,0,5,2,5,3,1,3,6,3,4,0,3,10,5,1,6,3,2,1,7,6,7,6,1,4,6,5,2
203020201,2,7,7,4,6,5,3,5,3,5,7,3,4,7,43,7,2,7,4,4,0,1,5,0,6,5,1,3,6,4
203020202,4,1,0,5,6,7,5,3,2,0,7,5,3,0,17,0,3,2,4,1,2,3,2,0,5,7,0,1,3,5
203020203,6,0,5,5,5,0,3,2,2,4,5,7,5,3,27,6,7,5,0,3,6,2,3,2,0,4,4,1,2,5
203020301,0,3,2,1,6,3,2,3,0,7,0,7,3,7,30,7,5,4,1,6,1,1,7,3,3,6,1,4,6,6
203020302,1,4,2,6,1,0,5,1,3,4,1,5,4,7,22,1,7,7,6,2,5,6,0,4,2,7,0,7,0,5
203020303,4,5,1,7,5,2,1,1,0,0,0,1,0,1,24,5,2,1,6,3,4,0,7,4,7,7,4,6,1,1
203020304,0,1,4,7,7,2,0,6,4,0,3,5,0,5,72,1,0,0,2,2,2,7,1,5,1,5,1,6,3,4
203020401,3,7,3,6,7,6,6,6,1,6,3,0,7,4,43,7,5,7,6,3,4,2,2,7,1,7,4,7,0,7
203020402,1,6,5,5,1,2,6,5,1,2,5,5,4,6,57,4,6,2,4,3,3,5,7,0,2,4,1,1,4,3
203020403,5,0,1,1,5,0,2,2,0,1,1,0,6,4,53,1,7,6,6,4,3,6,7,6,6,4,2,1,0,4
203020404,5,3,0,1,1,6,7,3,5,2,1,2,2,6,21,6,2,5,5,5,3,4,4,6,7,3,4,1,2,7
203020405,3,0,5,0,7,3,2,0,2,6,3,2,6,5,44,6,7,1,5,5,0,7,3,6,6,4,0,4,6,2
203030101,0,0,3,7,1,0,5,2,6,6,4,6,1,0,04,5,1,7,5,7,1,2,0,0,0,1,4,5,7,0
203030102,3,1,4,6,5,6,3,4,0,7,5,1,4,0,56,1,1,6,5,1,7,0,4,7,3,4,4,6,1,5
203030103,3,2,5,5,3,1,3,0,2,0,6,3,2,2,27,7,2,0,2,5,1,2,3,4,2,5,1,4,3,1
203030104,5,5,4,2,1,4,3,6,1,1,2,6,4,2,27,6,4,3,1,5,7,0,3,6,7,3,2,5,5,6
203030201,0,0,7,3,5,5,5,0,2,2,1,5,3,1,64,3,1,6,2,2,6,1,6,4,1,4,7,7,1,6
203030202,2,5,6,0,5,0,7,4,5,0,0,1,5,6,35,7,7,3,5,3,5,0,0,6,7,6,0,7,0,3
203030203,0,4,4,4,1,2,4,4,7,5,7,3,5,7,17,6,4,3,3,5,4,4,3,6,4,4,0,6,7,6
203030204,7,1,4,0,0,4,0,1,6,0,7,0,6,7,63,3,6,1,1,3,3,3,1,0,5,4,7,4,6,6
203030301,1,5,0,0,7,7,4,3,5,7,3,0,1,2,00,2,0,0,5,2,3,7,2,0,6,5,0,6,3,3
203030302,7,1,5,3,5,5,4,6,1,1,5,4,7,6,60,3,2,5,6,7,7,3,2,5,7,0,4,7,2,2
203030303,1,7,6,1,7,0,7,5,2,4,4,5,5,4,74,3,7,1,0,0,7,5,1,0,3,3,1,5,4,6
203030304,5,5,5,3,4,7,6,6,4,1,6,0,6,1,75,1,1,0,1,5,2,2,3,1,4,6,4,5,2,1
203030401,3,3,0,6,7,1,6,4,2,2,7,3,1,6,55,5,3,4,4,1,6,5,6,0,0,4,1,7,0,1
203030402,5,6,7,0,3,4,1,2,2,0,3,7,0,3,11,4,6,6,2,7,4,7,5,2,4,7,6,4,7,4
203030403,6,5,6,2,4,1,2,0,1,5,6,0,0,3,35,7,7,2,3,5,7,3,3,6,4,5,1,4,0,5
203030404,6,5,4,6,1,1,7,6,7,7,7,4,7,7,45,5,3,2,5,0,0,5,1,3,2,6,5,2,5,5
203040101,1,5,3,1,0,6,2,4,3,2,3,0,7,5,55,0,6,1,5,4,2,4,5,0,7,1,3,3,1,3
203040102,7,0,7,0,7,3,2,7,7,5,0,4,1,7,14,3,6,7,7,4,4,0,6,2,1,3,2,7,2,1
203040103,2,7,2,1,7,5,3,5,5,7,5,6,5,2,76,6,7,3,2,3,3,5,5,5,3,4,3,5,5,4
203040104,6,2,0,5,2,3,1,3,5,7,1,0,7,6,72,2,1,0,5,4,7,3,2,1,1,4,7,2,2,0
203040105,4,5,7,0,3,2,0,0,1,3,5,2,3,3,42,7,0,6,7,4,7,6,4,6,1,1,0,3,5,0
203040106,1,7,6,3,0,2,0,5,7,1,6,4,5,7,15,5,5,0,1,4,7,0,6,0,6,2,2,5,1,1
203040107,7,5,5,3,2,7,4,2,4,5,2,3,0,5,50,4,3,2,3,2,1,4,0,4,0,2,5,1,3,0
203040201,5,0,0,6,7,6,0,2,7,3,0,3,7,2,14,3,2,5,5,2,2,1,6,1,6,7,6,5,0,3
203040202,3,0,6,7,1,7,6,0,5,0,5,7,1,5,45,2,1,2,3,2,4,5,3,6,0,2,3,7,4,4
203040203,7,2,1,3,0,2,5,3,3,5,3,7,0,5,03,5,1,5,6,7,7,5,6,7,5,7,6,5,2,7
203040204,2,3,3,3,3,6,3,1,7,5,7,3,3,4,34,2,0,4,2,6,6,2,7,3,0,3,3,4,2,0
203040205,1,1,1,4,6,4,5,3,0,0,2,5,1,2,17,1,5,4,5,0,3,1,5,2,6,3,6,3,5,1
203040206,2,5,3,2,7,4,3,1,3,0,7,1,0,0,21,2,3,3,7,1,7,6,2,7,1,1,3,1,6,4
203040301,5,2,0,1,0,6,6,1,6,3,1,6,6,4,36,0,0,3,4,5,6,4,5,5,4,2,2,7,1,0
203040302,2,5,6,0,1,6,1,7,1,2,5,2,0,2,34,5,2,2,1,3,0,0,7,6,4,0,7,2,4,2
203040303,0,4,5,1,5,7,1,6,2,1,7,1,7,5,76,3,4,3,3,2,4,7,7,3,2,0,0,0,1,6
203040304,1,7,0,5,2,1,1,3,2,7,0,2,3,4,32,0,4,5,0,5,3,6,5,3,2,1,6,6,3,5
203040401,3,6,6,4,7,4,4,6,1,0,6,5,5,4,00,2,2,0,5,4,6,4,2,0,5,3,3,1,6,4
203040402,7,4,7,1,5,1,4,7,1,5,2,2,6,7,72,3,6,1,1,6,1,1,0,0,5,0,5,6,3,6
203040403,1,2,5,1,3,0,7,4,0,0,4,0,4,5,74,4,4,0,7,3,5,4,0,6,3,7,2,4,2,0
203040404,2,1,7,3,2,3,0,2,2,5,0,0,7,3,01,6,5,1,2,0,0,5,3,5,1,0,5,0,5,4
203040501,0,5,0,3,5,7,2,5,0,5,3,0,6,2,11,7,6,3,0,7,2,2,2,5,0,5,5,1,7,2
203040502,2,4,5,3,3,5,3,5,7,0,1,5,4,4,24,0,7,1,3,4,7,3,6,7,3,4,0,2,4,6
203040503,0,2,0,4,1,6,0,1,0,0,0,0,5,7,46,7,3,5,6,6,0,1,4,7,3,6,7,6,5,7
203040504,6,6,5,3,5,4,6,3,0,6,0,1,4,5,66,5,1,7,3,5,2,0,7,7,4,6,1,3,5,6
203050101,1,3,3,2,1,0,5,0,5,3,3,2,3,0,25,1,7,2,0,1,1,7,5,0,0,0,0,4,5,7
301010101,7,6,5,5,6,1,2,4,7,7,2,7,5,7,75,1,7,1,4,0,5,3,1,0,4,6,2,6,2,7
301010102,5,0,5,5,7,3,2,0,4,5,6,2,2,1,27,7,3,7,0,7,5,5,5,6,5,2,7,0,6,0
301010103,0,3,6,0,7,5,2,4,1,1,4,5,2,6,31,7,4,6,2,1,3,3,6,6,7,6,0,6,0,0
301010104,5,6,1,7,2,2,1,3,4,7,4,1,4,6,55,5,2,3,0,2,1,2,2,3,5,0,7,6,4,1
301010201,2,1,1,5,5,0,1,4,6,7,4,4,6,1,65,0,0,7,0,1,2,2,3,1,7,0,5,0,7,2
301010202,4,2,4,3,1,4,7,3,2,7,1,3,2,1,64,5,7,0,3,5,0,4,3,7,7,7,4,4,4,7
301010301,6,7,0,6,6,1,5,2,4,0,3,5,0,4,52,6,3,2,2,2,6,4,1,3,1,1,4,4,1,7
301010302,0,1,1,7,2,1,1,3,6,7,5,4,5,1,77,0,2,7,1,2,2,6,7,7,0,6,2,6,3,7
301010303,1,0,1,6,5,7,1,3,0,7,4,5,4,3,37,4,1,0,1,6,3,7,1,7,7,6,1,6,5,5
301010401,3,5,7,7,0,3,1,1,6,5,7,4,5,1,20,1,3,7,6,3,7,4,1,7,4,1,0,6,3,6
301010402,0,4,0,4,5,2,3,5,1,5,0,3,2,1,31,1,1,4,0,7,7,2,3,4,6,3,4,5,7,5
301010501,4,2,6,7,7,6,2,7,2,4,3,1,7,4,76,0,7,2,4,4,5,1,1,7,4,7,7,6,4,5
301010502,0,2,6,5,1,2,3,5,0,5,4,5,0,3,17,3,6,5,5,5,4,7,7,0,0,4,5,7,3,1
301010503,2,7,0,4,7,1,2,0,6,1,7,6,0,4,66,2,7,4,6,5,0,5,1,2,2,1,2,0,3,4
301020101,0,7,4,0,5,5,6,0,0,2,6,0,0,7,77,2,7,1,3,6,6,0,7,2,5,5,1,7,3,5
301020102,7,6,6,6,1,2,2,0,0,2,2,4,6,6,00,3,5,1,2,1,5,7,4,3,2,7,6,0,1,3
301020201,3,3,2,0,1,2,0,4,4,6,1,1,0,7,11,6,4,1,2,2,6,5,7,0,5,0,6,1,1,7
301020202,7,1,5,4,4,2,6,2,3,7,4,2,3,7,05,1,2,2,6,4,6,6,4,1,3,1,3,4,3,4
301020301,5,7,5,0,1,6,5,3,0,3,6,5,1,4,62,2,7,6,3,5,3,0,5,1,5,2,2,7,0,5
301020302,4,2,0,6,1,2,2,0,7,7,3,0,3,3,66,6,4,0,3,0,1,1,4,4,0,4,3,3,4,0
301020303,2,3,3,7,5,1,7,7,6,5,3,6,1,5,14,5,4,1,3,7,6,5,1,3,4,3,4,7,3,5
301020401,4,1,6,6,3,6,7,4,1,4,7,4,3,6,60,3,6,4,4,4,0,7,4,0,0,7,4,7,4,7
301020402,0,5,6,2,7,6,2,0,1,6,1,6,1,4,33,4,3,4,5,7,0,6,0,7,2,1,6,7,1,4
301030101,4,2,6,7,4,3,0,4,7,5,6,1,4,1,46,2,4,3,5,0,3,2,2,6,1,4,3,0,7,7
301030102,4,7,0,3,1,1,5,3,7,4,0,4,0,5,02,3,4,1,7,6,1,5,1,5,7,5,0,7,7,0
301030103,1,2,2,3,2,4,5,6,7,6,6,6,0,4,70,6,0,6,0,3,4,2,2,7,2,5,0,0,4,6
301030104,6,3,6,0,0,5,6,5,3,2,3,2,6,1,25,0,0,4,2,4,6,4,2,7,6,5,6,3,6,1
301030201,6,5,4,5,2,6,4,2,3,2,3,2,3,6,74,7,0,2,0,7,2,7,1,6,1,5,5,0,7,5
301030202,2,0,0,1,2,4,1,3,4,4,4,5,4,3,72,6,2,2,1,3,5,0,2,2,1,2,2,4,1,0
301030203,2,4,3,1,7,2,6,5,2,3,0,6,4,4,20,4,5,4,4,0,2,6,6,3,1,1,0,2,1,4
301030301,0,6,4,5,5,4,3,1,0,3,5,0,0,3,04,1,7,4,6,3,4,4,0,2,3,1,5,0,3,1
301030302,7,6,0,0,7,7,3,1,4,1,3,0,4,4,11,0,3,0,7,0,4,4,5,1,2,4,2,7,2,0
301030303,2,0,1,2,0,1,5,6,2,4,0,2,4,7,24,7,2,7,2,1,4,5,0,0,1,6,7,7,1,0
301030304,7,2,5,6,2,0,2,2,3,5,0,4,7,2,33,4,7,7,3,3,1,2,0,1,4,6,0,7,7,5
301040101,4,0,2,6,7,6,5,4,6,4,4,1,6,0,32,6,2,4,5,2,5,7,3,4,6,1,3,6,5,5
301040102,7,0,3,5,6,2,2,0,7,0,0,1,3,7,35,2,6,7,4,0,3,4,4,5,6,3,4,2,0,2
301040103,4,6,2,0,0,6,7,4,3,4,2,0,3,0,35,3,2,2,1,1,3,7,5,6,3,0,7,0,0,3
301040201,3,1,1,5,2,0,6,1,2,6,6,5,1,0,56,7,2,7,5,5,7,3,4,2,4,4,0,5,7,6
301040202,4,0,1,5,2,2,5,5,1,1,6,3,0,1,03,5,5,1,6,3,4,4,1,3,1,7,3,1,4,0
301040203,2,3,5,4,7,2,2,0,1,5,3,7,0,3,71,4,3,4,0,1,2,3,0,3,0,6,7,7,2,3
301040204,7,4,5,5,2,5,7,4,7,3,0,7,2,4,21,0,3,4,3,4,6,5,1,2,7,2,5,1,4,3
301040301,4,5,2,7,7,6,2,5,6,7,6,0,7,1,36,6,5,1,2,5,3,6,0,4,3,2,6,2,4,4
301040302,7,5,2,4,0,3,4,4,3,2,7,1,7,2,46,5,0,3,6,1,4,6,5,0,3,0,4,3,6,1
301040401,6,2,0,7,4,0,2,1,6,6,4,5,3,2,16,1,2,1,5,5,7,7,5,2,1,0,4,3,1,2
301040402,5,4,5,0,1,1,6,2,5,1,6,6,1,5,07,1,7,1,3,5,3,4,5,5,5,7,6,3,7,3
301040501,2,5,4,1,4,0,5,1,3,3,5,0,5,6,22,6,6,5,4,3,7,4,0,0,0,6,5,4,6,1
301040502,1,4,6,2,6,5,6,7,0,7,0,5,6,3,16,4,1,5,1,0,2,2,3,3,0,6,6,5,0,4
301050101,7,2,2,0,6,1,5,7,3,3,1,6,3,7,14,0,0,0,2,3,6,4,6,7,5,7,1,0,4,6
301050102,6,5,2,0,6,1,5,6,6,2,4,3,5,1,03,5,6,7,4,2,5,4,1,6,3,6,0,0,4,7
301050103,7,4,6,0,6,0,0,3,4,5,2,6,3,1,46,7,4,0,0,1,2,2,2,7,1,4,0,5,0,4
301050104,6,0,7,0,2,2,6,0,7,6,5,4,5,6,47,3,7,7,2,1,5,1,6,1,6,6,6,1,2,6
301050201,0,2,0,3,1,7,5,2,3,7,7,0,6,0,62,2,4,4,1,2,7,7,0,1,3,2,2,1,0,2
301050202,0,0,4,4,1,3,5,5,6,0,7,2,0,2,15,1,0,5,4,0,2,5,3,5,7,3,7,2,1,0
301050203,1,1,2,6,7,4,4,3,2,7,4,2,1,4,26,0,2,1,3,0,7,2,0,7,7,4,5,2,1,6
301050301,7,7,6,0,4,2,0,3,6,0,1,7,7,0,47,6,2,0,7,4,5,5,3,7,4,3,3,7,0,1
301050302,7,0,4,5,3,6,2,1,1,5,2,6,3,1,23,1,6,2,2,4,7,4,2,3,2,0,3,0,0,7
301050303,7,1,3,6,2,1,0,3,0,3,4,3,6,0,56,0,6,2,0,1,6,2,7,5,6,0,7,2,1,7
301050401,3,7,6,3,4,2,1,3,4,3,4,0,0,7,43,6,5,1,6,0,6,6,7,0,0,5,7,2,6,0
301050402,7,5,7,5,1,3,4,1,5,4,7,0,7,7,43,4,0,4,3,3,2,2,3,6,6,2,7,3,3,6
