LONG,LAT,F_NAME,HMIS_,DIST,DIVISION,F_TYPE,AGENCY
37.6006,-0.072225,MKUMBUNE SUB DISTRICT HOSPITAL,1137,CENTRAL MERU,NKUENE,3,MOH
37.6987,-0.060827,MUJWA CATHOLIC DISP,1142,CENTRAL MERU,ABOTHUGUCHI EAST,4,MISS
37.7095,-0.160873,MWOROGA MISSION DISP,1150,CENTRAL MERU,IGOJI,4,MISS
37.5657,0.091141,NAARI DISP,1151,CENTRAL MERU,BUURI,4,MOH
37.392321,0.202321,NGARENDARE DISP,2743,CENTRAL MERU,TIMAU,4,MISS
37.6911,0.038585,NKABUNE MISSION DISP,1154,CENTRAL MERU,MIRIGA MIERU EAST,4,MISS
37.702131,-0.132542,NKACII DISP,2745,CENTRAL MERU,ABOGETA,4,MOH
37.592321,-0.041232,NKANDO DISP,4453,CENTRAL MERU,NKUENE,4,MOH
37.663113,-0.062288,NKUBU DISP,3718,CENTRAL MERU,NKUENE,4,MOH
37.585537,-0.177278,NKUNJUMO CATHOLIC DISP,2397,CENTRAL MERU,IGOJI,4,MISS
37.1877,-0.00004,ONTOLILI DISP,1157,CENTRAL MERU,FOREST,4,MOH
37.6227,0.003759,RIIJI MISSION DISP,3019,CENTRAL MERU,ABOTHUGUCHI WEST,4,MISS
37.6481,0.174723,RUIRI CATHOLIC DISP,1158,CENTRAL MERU,BUURI,4,MISS
37.6436,0.162059,RUIRI RHDC,1186,CENTRAL MERU,BUURI,3,MOH
37.2428,0.095573,TIMAU CATHOLIC DISP,2784,CENTRAL MERU,TIMAU,4,MISS
37.265,0.110137,TIMAU HEALTH CENTRE,1177,CENTRAL MERU,TIMAU,3,MOH
37.641232,0.052321,TUNTU DISP (MERU GK PRISON DISP),3432,CENTRAL MERU,MIRIGA MIERU WEST,4,MOH
37.5638,-0.037399,URUKU GK PRISON DISP,1163,CENTRAL MERU,NKUENE,4,MOH
37.6088,-0.030434,URUKU H C,1162,CENTRAL MERU,NKUENE,3,MOH
37.6557,-0.130479,YURURU DISP,3445,CENTRAL MERU,ABOGETA,4,MISS
37.5968,-0.417376,CONSOLATA HOSPITAL KYENI,4261,EMBU,KYENI,1,MISS
37.451526,-0.522311,EMBU CHILDREN CLINIC,,EMBU,CENTRAL,4,MISS
37.453604,-0.522973,EMBU PGH,840,EMBU,CENTRAL,2,MOH
37.55,-0.47,ENA DISP,799,EMBU,RUNYENJES,4,MOH
37.5076,-0.385563,GAIKAMA DISP,4319,EMBU,RUNYENJES,4,MISS
37.572321,-0.381235,GATUMBI DISP,802,EMBU,KYENI,4,MOH
37.471234,-0.482321,GATUNDURI DISP,2783,EMBU,CENTRAL,4,MOH
37.4744,-0.548287,GERTRUDES DISP,4340,EMBU,CENTRAL,4,MISS
37.4763,-0.555864,KAGUMOINI DISP,3546,EMBU,CENTRAL,4,MISS
37.4647,-0.430926,KAIRURI DISP,807,EMBU,MANYATTA,4,MOH
37.4649,-0.509833,KANGARU DISP,809,EMBU,CENTRAL,4,MOH
37.5275,-0.379137,KANJA DISP,811,EMBU,RUNYENJES,4,MOH
37.4615,-0.387075,KARAU H C,814,EMBU,MANYATTA,3,MOH
37.66,-0.46,KARURUMO RHTC,844,EMBU,KYENI,3,MOH
37.4451,-0.478747,KATHANGARI DISP,815,EMBU,MANYATTA,4,MOH
37.45,-0.41,KATHANGARIRI DISP,,EMBU,MANYATTA,4,MOH
37.61,-0.42,KATHANJURI DISP,816,EMBU,KYENI,4,MOH
37.5349,-0.444724,KEVOTE DISP,817,EMBU,NEMBURE,4,MISS
37.5016,-0.397093,KIANJOKOMA HEALTH CENTRE,837,EMBU,RUNYENJES,3,MOH
37.4352,-0.444346,KIBUGU HEALTH CENTRE,838,EMBU,MANYATTA,3,MOH
37.64,-0.42085,KIGUMO DISP,819,EMBU,KYENI,4,MISS
37.4732,-0.398038,KIRIARI CPK DISP,2754,EMBU,MANYATTA,4,MISS
37.5585,-0.510879,KITHEGI DISP,804,EMBU,NEMBURE,4,MOH
37.5192,-0.507477,KITHIMU DISP,805,EMBU,NEMBURE,4,MOH
37.4778,-0.358109,KITHUNGURIRI DISP,2443,EMBU,MANYATTA,4,MOH
37.5228,-0.452285,MAKENGI DISP,823,EMBU,NEMBURE,4,MOH
37.4782,-0.563803,MOTHER NAZZALLERO MISSION DISP,,EMBU,CENTRAL,4,MISS
37.5869,-0.396106,MUFU DISP,826,EMBU,KYENI,4,MOH
37.67,-0.49,NDUMARI DISP,,EMBU,RUNYENJES,4,MISS
37.508,-0.471186,NEMBURE DISP,827,EMBU,NEMBURE,4,MOH
37.44,-0.41,NGUVIU DISP,829,EMBU,MANYATTA,4,MISS
37.5764,-0.46765,NTHAGAIYA DISP,2436,EMBU,RUNYENJES,4,MISS
37.5698,-0.424635,RUNYENJES SUB-DISTRICT HOSPITAL,842,EMBU,RUNYENJES,1,MOH
37.574118,0.335795,ACK DISP,,ISIOLO,CENTRAL,4,MISS
37.58654,0.3623,AIC CHRISTIAN COMMUNITY SERVICES,,ISIOLO,CENTRAL,4,MISS
37.585072,0.354493,AL-FALLAH ISLAM DISP,845,ISIOLO,CENTRAL,4,MISS
37.571032,0.330212,ANTI POACHING UNIT,846,ISIOLO,CENTRAL,4,MOH
38.332323,0.912321,BILIKO DISP,4302,ISIOLO,MERTI,4,MOH
38.462321,1.010123,BUSSELA DISP - BULESA,848,ISIOLO,MERTI,4,MOH
39.180705,1.472029,DADACHASA DISP,4303,ISIOLO,MERTI,4,MOH
38.517536,0.526912,ELDERA DISP,849,ISIOLO,GARBA TULLA,4,MOH
38.572132,0.832321,GAFARSA DISP,852,ISIOLO,GARBA TULLA,4,MOH
38.517536,0.526912,GARBATULLA DEV OFFICE DISP,4304,ISIOLO,GARBA TULLA,4,MISS
38.731175,0.979586,IRESA-BORU DISP,,ISIOLO,SERICHO,4,MOH
37.58137,0.3426,ISIOLO CATHOLIC DISP,856,ISIOLO,CENTRAL,4,MISS
37.5812,0.3751,ISIOLO DISTRICT HOSPITAL,873,ISIOLO,CENTRAL,1,MOH
37.7107,0.650937,ISIOLO SAMBURU COMPLEX DISP,857,ISIOLO,CENTRAL,4,MOH
37.574054,0.33842,KAMBI GARBA DISP,,ISIOLO,CENTRAL,4,MISS
38.1796,0.372175,KINNA H C,858,ISIOLO,KINNA,3,MOH
37.253212,0.563212,KIPSING DISP,2353,ISIOLO,OLDONYIRO,4,MOH
38.7662,1.19208,KORBESA DISP,859,ISIOLO,MERTI,4,MOH
38.176,0.580342,KULA MAWE DISP,860,ISIOLO,KINNA,4,MOH
37.2599,0.625596,LONGOPITO DISP,861,ISIOLO,OLDONYIRO,4,MOH
38.5217,0.859105,MALKA DAKA DISP,862,ISIOLO,GARBA TULLA,4,MOH
38.6332,1.10543,MERTI CATHOLIC MISSION DISP,2960,ISIOLO,MERTI,4,MISS
38.6421,1.06354,MERTI HEALTH CENTRE,872,ISIOLO,MERTI,3,MOH
37.6419,0.582152,NGARE MARA CATHOLIC DISP,3580,ISIOLO,CENTRAL,4,MISS
36.9974,0.683521,OLDONYIRO CATHOLIC MISSION DISP,4305,ISIOLO,OLDONYIRO,4,MISS
36.9938,0.649128,OLDONYIRO DISP,864,ISIOLO,OLDONYIRO,4,MOH
37.573016,0.333445,PEPO LA TUMAINI DISP,,ISIOLO,CENTRAL,4,NGO
39.1217,1.10357,SERICHO DISP,870,ISIOLO,SERICHO,4,MOH
,,NDIUNI DISP,,KITUI,MATINYANI,4,MOH
,,CHULUNI DISP,,KITUI,CHULUNI,4,MISS
,,ENDAU DISP,,KITUI,MWITIKA,4,MOH
,,IIANI CATHOLIC DISP,,KITUI,MUTONGONI,4,MISS
38.0678,-1.70245,IKANGA HEALTH CENTRE,876,KITUI,MUTOMO,3,MISS
38.1845,-2.07467,IKUTHA HEALTH CENTRE,918,KITUI,IKUTHA,3,MOH
37.9377,-1.90411,ILENGI DISP,877,KITUI,IKUTHA,4,MOH
37.8065,-1.59297,ILIKA DISP,3096,KITUI,YATTA,4,MOH
38.15,-1.43073,INYUU DISP,878,KITUI,CHULUNI,4,MOH
,,KAKENI DISP,,KITUI,MUTONGONI,4,MOH
38.2979,-1.30871,KALIKU DISP,3094,KITUI,MUTITU,4,MOH
37.9455,-1.33962,KALIMANI DISP,3946,KITUI,KABATI,4,MOH
38.1033,-1.15647,KAMANDIU DISP,3775,KITUI,CENTRAL,4,MOH
37.901,-1.7641,KANYANGI DISP,879,KITUI,YATTA,4,MOH
38.3657,-1.99356,KANZIKO DISP,880,KITUI,IKUTHA,4,MOH
38.2701,-2.14356,KASALA DISP,881,KITUI,IKUTHA,4,MOH
38.0455,-1.2887,KASYALA DISP,6160,KITUI,CENTRAL,4,MOH
37.963212,-2.052321,KATILINI DISP,3777,KITUI,IKUTHA,4,MOH
37.9566,-1.52074,KATULANI HEALTH CENTRE,919,KITUI,CENTRAL,3,MOH
37.812532,-1.152321,KATUTU DISP,4702,KITUI,KABATI,4,MOH
38.3268,-1.83467,KATYETHOKA DISP,883,KITUI,MUTOMO,4,MOH
38.0066,-1.27073,KAUMA DISP,3084,KITUI,KABATI,4,MOH
38.3145,-1.52539,KAUMU DISP,885,KITUI,MWITIKA,4,MOH
37.9032,-1.23961,KAUWI HEALTH CENTRE,920,KITUI,KABATI,3,MOH
37.922276,-1.674609,KAVISUNI DISP,,KITUI,CENTRAL,4,MISS
,,KAVUTA DISP,,KITUI,CENTRAL,4,MOH
38.0305,-1.56242,KISASI HEALTH CENTRE,411,KITUI,CHULUNI,3,MOH
38.2212,-1.71245,KISAYANI DISP,3087,KITUI,MUTOMO,4,MOH
37.8088,-1.22183,KISEVENI DISP,3095,KITUI,KABATI,4,MOH
38.0163,-1.3666,KITUI DISTRICT HOSPITAL,930,KITUI,CENTRAL,1,MOH
37.8262,-1.37858,KWA- VONZA DISP,4139,KITUI,YATTA,4,MOH
37.8343,-1.31184,KWA-MUTONGA DISP,889,KITUI,KABATI,4,MOH
38.0205,-1.3835,KYANIKA DISP,4137,KITUI,CHULUNI,4,MISS
38.1233,-1.80088,KYATUNE DISP,890,KITUI,MUTOMO,4,MOH
,,MALALANI DISP,,KITUI,MWITIKA,4,MOH
38.28,-1.62,MASAANI DISP,4141,KITUI,MUTOMO,4,MISS
37.9933,-1.2485,MATINYANI DISP,892,KITUI,KABATI,4,MOH
38.12,-1.60853,MBITINI DISP,893,KITUI,CHULUNI,4,MOH
38.1134,-1.26299,MIAMBANI HEALTH CENTRE,922,KITUI,CENTRAL,3,MOH
38.032332,-1.332321,MISEWANI DISP,3912,KITUI,CENTRAL,4,MOH
38.0011,-1.44573,MULANGO DISP,896,KITUI,CENTRAL,4,MISS
,,MULELA DISP,897,KITUI,,4,MISS
37.9499,-1.36099,MULUTU DISP,,KITUI,CENTRAL,4,MISS
38.4201,-1.78689,MUTHA DISP,899,KITUI,MUTOMO,4,MOH
37.9969,-1.17637,MUTHALE MISS HOSPITAL,3092,KITUI,KABATI,1,MISS
38.2011,-1.23648,MUTITO HEALTH CENTRE,924,KITUI,MUTITU,3,MOH
38.2034,-1.24426,MUTITO MISSION DISP,901,KITUI,MUTITU,4,MISS
38.2011,-1.85134,MUTOMO DISP,4140,KITUI,MUTOMO,4,MOH
38.1961,-1.85566,MUTOMO MISS HOSPITAL,902,KITUI,MUTOMO,1,MISS
38.125592,-1.306338,MUTULU DISP,,KITUI,CENTRAL,4,MISS
38.0194,-1.31515,MUTUNE DISP,903,KITUI,CENTRAL,4,MISS
38.309,-1.47205,MWITIKA DISP,904,KITUI,MWITIKA,4,MOH
,,NGILUNI DISP,,KITUI,CENTRAL,4,MOH
,,ORMA DISP,910,KITUI,,4,MISS
,,SYATHANI DISP,,KITUI,MUTONGONI,4,MOH
37.8899,-1.43628,TIVA DISP,912,KITUI,CENTRAL,4,MOH
,,USIANI DISP,,KITUI,MUTONGONI,4,MOH
38.329,-1.66579,VOO DISP,915,KITUI,MUTOMO,4,MOH
38.0683,-1.43462,YANZUU DISP,3778,KITUI,CHULUNI,4,MOH
37.8399,-1.46519,YATTA HEALTH CENTRE,929,KITUI,YATTA,3,MOH
38.2434,-1.46416,ZOMBE  DISP,3099,KITUI,MUTITU,4,MISS
37.26928,-1.51643,BISHOP U. KIOKO CATHOLIC HOSPITA,,MACHAKOS,CENTRAL,1,MISS
37.3367,-0.930548,COMBONI DISP,,MACHAKOS,NDITHINI,4,MISS
,,EKALAKALA DISP,,MACHAKOS,MASINGA,4,MOH
37.359084,-1.298303,FRANCISCAN CONVENT HOSPITAL,3890,MACHAKOS,KANGUNDO,1,MISS
,,GRACE BAPTIST DISP,938,MACHAKOS,,4,MISS
37.07,-1.53,IKALASA MISS. DISP,2872,MACHAKOS,MAVOKO,4,MISS
37.6629,-1.27874,IKOMBE DISP,1776,MACHAKOS,YATTA,4,MOH
37.3573,-1.44712,ITHEANI DISP,939,MACHAKOS,KATHIANI,4,MOH
37.532362,-1.071242,ITUNDUIMUNI DISP,971,MACHAKOS,MASINGA,4,MOH
37.3638,-1.50667,KAANI DISP,940,MACHAKOS,KATHIANI,4,MOH
37.4056,-1.2286,KABAA MISSION DISP,941,MACHAKOS,MWALA,4,MISS
37.3853,-1.3012,KAKUYUNI DISP,943,MACHAKOS,KANGUNDO,4,MOH
37.346832,-1.362005,KAKUYUNI MISS. DISP,,MACHAKOS,KANGUNDO,4,MISS
37.652325,-1.582363,KALALA DISP,4348,MACHAKOS,YATHUI,4,MOH
37.362323,-1.602323,KALAMA DISP,944,MACHAKOS,KALAMA,4,MOH
37.286,-1.238,KALANDINI DISP,4267,MACHAKOS,MATUNGULU,4,MOH
37.362325,-1.232352,KAMBUSU DISP,4269,MACHAKOS,MATUNGULU,4,MOH
,,KANG?NDE DISP,,MACHAKOS,MASINGA,4,MOH
37.3445,-1.28944,KANGUNDO HOSPITAL,1037,MACHAKOS,KANGUNDO,1,MOH
37.37,-1.23,KANZALU (MISYANI) DISP,993,MACHAKOS,MWALA,4,MISS
37.37,-1.28,KANZALU (MISYANI) MISSION HEALTH,2579,MACHAKOS,KANGUNDO,3,MISS
37.688071,-1.404542,KATANGI DISP,4270,MACHAKOS,YATTA,4,MISS
37.6764,-1.39932,KATANGI HEALTH CENTRE,1021,MACHAKOS,YATTA,3,MOH
,,KATHAMA DISP,,MACHAKOS,MWALA,4,MOH
37.353,-1.176,KATHEKA DISP,951,MACHAKOS,MWALA,4,MOH
37.3291,-1.41667,KATHIANI HOSPITAL,1038,MACHAKOS,KATHIANI,1,MOH
37.6345,-1.53005,KATULANI DISP,954,MACHAKOS,YATHUI,4,MOH
37.253113,-1.542321,KATUMANI DISP,3564,MACHAKOS,CENTRAL,4,MOH
37.2992,-1.4753,KAVIANI HEALTH CENTRE,1022,MACHAKOS,KATHIANI,3,MOH
,,KENYAATA DISP,,MACHAKOS,KATAANGI,4,MOH
37.273559,-1.183136,KIANZAVE DISP,956,MACHAKOS,MATUNGULU,4,MISS
,,KIITINI DISP,,MACHAKOS,KALAMA,4,MOH
37.6013,-1.24798,KIKESA DISP,3563,MACHAKOS,YATTA,4,MOH
37.282325,-1.283232,KIMITI DISP,4347,MACHAKOS,MATUNGULU,4,MOH
37.263212,-1.613212,KIMUTWA SHC,1047,MACHAKOS,CENTRAL,3,MOH
37.061235,-1.412133,KINANIE DISP,4463,MACHAKOS,MAVOKO,4,MOH
37.6395,-1.33411,KINYATA DISP,963,MACHAKOS,YATTA,4,MOH
37.4413,-1.05604,KISIKI HEALTH CENTRE,966,MACHAKOS,YATTA,3,MOH
37.172321,-1.512321,KITANGANI DISP,4701,MACHAKOS,CENTRAL,4,MOH
37.53,-1.05,KITETA DISP,967,MACHAKOS,MASINGA,4,MISS
37.5964,-1.29104,KITHEUNI DISP,2411,MACHAKOS,YATTA,4,MOH
37.4689,-1.17214,KITHIMANI DISP,968,MACHAKOS,YATTA,4,MOH
37.7859,-1.0745,KITHIOKO HEALTH CENTRE,969,MACHAKOS,MASINGA,3,MOH
,,KITULUNI DISP,,MACHAKOS,MATUNGULU,4,MOH
37.48,-1.07,KITUNDU DISP,972,MACHAKOS,YATTA,4,MISS
37.6998,-0.803821,KIVAA DISP,973,MACHAKOS,MASINGA,4,MOH
37.357,-1.41624,KIVANI DISP,975,MACHAKOS,KANGUNDO,4,MOH
37.35,-1.70429,KOLA DISP,976,MACHAKOS,KALAMA,4,MOH
37.232312,-1.672324,KYAWALIA DISP,4462,MACHAKOS,KALAMA,4,MOH
37.4961,-1.30981,KYAWANGO HEALTH CENTRE,980,MACHAKOS,MWALA,3,MOH
37.502321,-1.312326,KYELENI DISP,981,MACHAKOS,MWALA,4,MOH
37.792326,-0.841232,KYONDONI DISP,4268,MACHAKOS,MASINGA,4,MOH
,,LOMBONI DISP,982,MACHAKOS,,4,MISS
37.263212,-1.513232,MACHAKOS APPROVED SCHOOL DISP,934,MACHAKOS,CENTRAL,4,MOH
37.263232,-1.502321,MACHAKOS DISTRICT HOSPITAL,1040,MACHAKOS,CENTRAL,1,MOH
,,MAKUTANO MEDICAL CLINIC,,MACHAKOS,MAVOKO,4,MOH
,,MAKUYUNI DISP,986,MACHAKOS,,4,MISS
37.263235,-0.853262,MANANJA DISP,248,MACHAKOS,NDITHINI,4,MOH
37.4256,-1.39382,MANGO DISP,4324,MACHAKOS,MWALA,4,MOH
37.4409,-1.45878,MASII HEALTH CENTRE,1025,MACHAKOS,MWALA,3,MOH
37.6259,-0.930548,MASINGA DISP,987,MACHAKOS,MASINGA,4,MOH
37.332325,-1.261233,MATUNGULU DISP,988,MACHAKOS,MATUNGULU,4,MOH
37.546969,-1.142871,MATUU MISSION DISP,3951,MACHAKOS,YATTA,4,MISS
37.5545,-1.13356,MATUU RHDC,1044,MACHAKOS,YATTA,3,MOH
37.417,-1.078,MAVOLONI DISP,3627,MACHAKOS,YATTA,4,MISS
37.5582,-1.00437,MBEMBANI DISP,2461,MACHAKOS,MASINGA,4,MOH
37.3933,-1.24029,MBIUNI SUB-HEALTH CENTRE,991,MACHAKOS,MWALA,3,MOH
37.412326,-0.882326,MILAANI DISP,4460,MACHAKOS,NDITHINI,4,MOH
37.373,-1.27843,MISYANI DISP,4707,MACHAKOS,KANGUNDO,4,MISS
37.232325,-1.362324,MITABONI H C,1029,MACHAKOS,KATHIANI,3,MOH
37.52196,-1.496457,MITAMBONI CATHOLIC DISP,3626,MACHAKOS,YATHUI,4,MISS
37.5853,-1.5362,MIU DISP,994,MACHAKOS,YATHUI,4,MOH
37.2869,-1.35287,MIUMBUNI DISP,2439,MACHAKOS,KATHIANI,4,MOH
37.35278,-1.7041,MOTHER OF MERCY CATHOLIC MISSION,,MACHAKOS,,1,MISS
37.212321,-1.432321,MUA HILLS DISP,995,MACHAKOS,CENTRAL,4,MOH
37.48,-1.2,MULALA DISP,998,MACHAKOS,YATTA,4,MISS
37.4438,-1.27536,MUMBUNI HEALTH CENTRE,999,MACHAKOS,MWALA,3,MOH
37.392327,-0.982325,MUTHESYA DISP,3387,MACHAKOS,NDITHINI,4,MOH
37.5392,-1.50483,MUTHETHENI CATHOLIC DISP,1000,MACHAKOS,YATHUI,4,MISS
37.5379,-1.49991,MUTHETHENI HEALTH CENTRE,1030,MACHAKOS,YATHUI,3,MOH
37.253232,-1.442132,MUTITU DISP,1002,MACHAKOS,CENTRAL,4,MOH
37.352321,-1.312326,MUUSINI DISP,4459,MACHAKOS,KANGUNDO,4,MOH
37.4715,-1.35103,MWALA RHDC,1045,MACHAKOS,MWALA,3,MOH
37.5029,-1.04497,NDALANI DISP,1005,MACHAKOS,YATTA,4,MOH
37.3306,-0.921935,NDITHINI MISSION DISP,1006,MACHAKOS,NDITHINI,4,MISS
37.263233,-1.182325,NDONYO SABUK DISP,1007,MACHAKOS,MATUNGULU,4,MOH
37.2253,-1.38609,NGELANI AIC DISP,1009,MACHAKOS,KATHIANI,4,MISS
37.29,-1.39901,NGOLENI DISP,2577,MACHAKOS,KATHIANI,4,MOH
37.282313,-1.312325,NGULUNI DISP,1010,MACHAKOS,MATUNGULU,4,MOH
37.401235,-1.093235,NYS MAVOLONI DISP,,MACHAKOS,YATTA,4,MOH
37.432326,-1.162533,NYS YATTA DISP,1018,MACHAKOS,YATTA,4,MOH
37.3248,-1.25663,SENGANI DISP,4266,MACHAKOS,MATUNGULU,4,MOH
,,ST JOSEPH KABAA,,MACHAKOS,MWALA,4,MISS
,,ST. KIZITO DISP,4327,MACHAKOS,,4,MISS
37.78443,-1.019693,ST. THERESA THATHA DISP,1033,MACHAKOS,MASINGA,4,MISS
,,SULMAC HEALTH CENTRE,1035,MACHAKOS,,3,MOH
37.321387,-1.266418,TALA (SDA) HOSPITAL,3418,MACHAKOS,MATUNGULU,1,MISS
37.7736,-1.02898,THATHA DISP,3388,MACHAKOS,MASINGA,4,MISS
37.272132,-1.421233,THINU H C,1034,MACHAKOS,KATHIANI,3,MOH
37.6536,-1.59588,TULILA DISP,2502,MACHAKOS,YATHUI,4,MOH
37.5619,-1.40332,WAMUNYU HEALTH CENTRE,1017,MACHAKOS,YATHUI,3,MOH
38.2614,-2.50334,ATHI KAMUYUNI DISP,,MAKUENI,KIBWEZI,4,MOH
37.536239,-1.961957,GIGIRI DISP,4233,MAKUENI,MATILIKU,4,MISS
37.87744,-1.87324,IIANI DISP,,MAKUENI,KATHONZWENI,4,MOH
37.5161,-1.74001,IUANI DISP,,MAKUENI,KAITI,4,MOH
37.64669,-1.694532,KAKO DISP,942,MAKUENI,WOTE,4,MOH
37.5847,-1.91328,KALAMBA  A I C DISP,945,MAKUENI,MATILIKU,4,MISS
37.71162,-1.64506,KALAWA HEALTH CENTRE,1020,MAKUENI,KALAWA,3,MOH
37.391523,-1.6308,KALI DISP,,MAKUENI,MBOONI,4,MOH
37.76038,-2.10167,KALII SUB H C,946,MAKUENI,MAKINDU,3,MOH
37.99387,-2.34879,KALULINI SUB HEALTH CENTRE,4229,MAKUENI,KIBWEZI,3,MOH
38.0651,-2.58517,KAMBU MISS DISPENSARY,949,MAKUENI,MTITO ANDEI,4,MISS
37.30416,-1.87094,KAMUTHINI A B C DISP,,MAKUENI,KILOME,4,MISS
38.07515,-2.2884,KANYUNGU DISP,,MAKUENI,KIBWEZI,4,MOH
37.7965,-1.92433,KANZOKEA COMMUNITY DISP,,MAKUENI,KATHONZWENI,4,MOH
37.38147,-1.94467,KASIKEU DISP,950,MAKUENI,KASIKEU,4,MOH
37.73206,-1.91107,KATHONZWENI MISSON DISP,2908,MAKUENI,KATHONZWENI,4,MISS
37.72884,-1.91277,KATHONZWENI SUB H C,952,MAKUENI,KATHONZWENI,3,MOH
37.78815,-1.73039,KATHULUMBI SUB H C,953,MAKUENI,KALAWA,3,MOH
37.98967,-2.26236,KATHYAKA DISP,4693,MAKUENI,KIBWEZI,4,MOH
37.4502,-1.84824,KATULYE CATHOLIC DISP,,MAKUENI,KILUNGU,4,MISS
37.7586,-1.62675,KAUMBUU DISP,4691,MAKUENI,KALAWA,4,MOH
,,KAVUMBU DISP,,MAKUENI,KALAWA,4,MOH
37.76875,-2.06983,KIANGINI CHANDARIA DIS,4228,MAKUENI,KATHONZWENI,4,MOH
37.72598,-2.24791,KIBOKO DISP,253,MAKUENI,MAKINDU,4,MOH
37.96676,-2.4096,KIBWEZI HEALTH CENTRE,1023,MAKUENI,KIBWEZI,3,MOH
37.944,-2.37591,KIBWEZI MISSION DISP,958,MAKUENI,KIBWEZI,4,MISS
37.39525,-1.80375,KIKOKO MISSION HOSPITAL,1039,MAKUENI,KILUNGU,1,MISS
37.57379,-2.04329,KIKUMINI HEALTH CENTRE,959,MAKUENI,NGUU,3,MOH
37.55475,-1.76347,KILALA DISP,960,MAKUENI,KAITI,4,MOH
37.59446,-1.91461,KILILI SHC,3524,MAKUENI,MATILIKU,4,MOH
37.360804,-1.792228,KILUNGU DISP,961,MAKUENI,KILUNGU,4,MISS
37.55719,-1.62502,KISAU HEALTH CENTRE,965,MAKUENI,KISAU,3,MOH
38.01579,-2.32084,KISAYANI CCDP DISP,,MAKUENI,KIBWEZI,4,NGO
37.5373,-1.55925,KITETA DISP,,MAKUENI,KISAU,4,MOH
37.85507,-1.98943,KITHUKI DISP,970,MAKUENI,KATHONZWENI,4,MOH
38.17197,-2.39693,KITHYULULU DISP,4323,MAKUENI,KIBWEZI,4,MOH
37.87693,-2.05631,KITISE HEALTH CENTRE,1024,MAKUENI,KATHONZWENI,3,MOH
37.4886,-1.73051,KITUNDU SDA DISP,4236,MAKUENI,MBOONI,4,MISS
37.17254,-1.89677,KIU A I C DISP,4354,MAKUENI,KILOME,4,MISS
,,KIVANI DISP,,MAKUENI,KAITI,4,MOH
37.7102,-2.00468,KWAKAVISI DISP,977,MAKUENI,KATHONZWENI,4,MOH
,,KWALE DISP,,MAKUENI,KASIKEU,4,MOH
37.97803,-2.55381,KYAANI DISP,4454,MAKUENI,KIBWEZI,4,MOH
37.6718,-1.6711,KYALUMA DISP,,MAKUENI,KALAWA,4,MOH
37.42121,-1.84555,KYAMBEKE DISP,978,MAKUENI,KILUNGU,4,MOH
37.4701,-1.78771,KYUASINI DISP,4232,MAKUENI,KAITI,4,MOH
,,KYUMBE AIC DISP,,MAKUENI,MBITINI,4,MISS
37.82758,-2.26251,MAKINDU CATHOLIC DISP,984,MAKUENI,MAKINDU,4,MISS
37.82413,-2.28127,MAKINDU SUB-DISTRICT HOSPITAL,1041,MAKUENI,MAKINDU,1,MOH
37.6139,-1.82537,MAKUENI CATHOLIC DISP,985,MAKUENI,WOTE,4,MISS
37.62703,-1.78103,MAKUENI DISTRICT HOSPITAL,1042,MAKUENI,WOTE,1,MOH
38.12828,-2.36843,MASONGALENI HEALTH CENTRE,1026,MAKUENI,KIBWEZI,3,MOH
37.61894,-2.02439,MASUMBA DISP,4234,MAKUENI,NGUU,4,MOH
37.5495,-1.98098,MATILIKU CATHOLIC DISP,,MAKUENI,MATILIKU,4,MISS
37.53499,-1.94649,MATILIKU HEALTH CENTRE,1027,MAKUENI,MATILIKU,3,MOH
37.78557,-1.81798,MAVINDINI HEALTH CENTRE,989,MAKUENI,KATHONZWENI,3,MOH
37.47643,-1.96252,MBENUU DISP,4235,MAKUENI,MBITINI,4,MOH
37.4977,-2.02343,MBIITINI MISS DIS,990,MAKUENI,MBITINI,4,MISS
37.45319,-1.65649,MBOONI  SDH,1028,MAKUENI,MBOONI,1,MOH
37.4126,-1.61115,MBOONI A I C DISP,992,MAKUENI,TULIMANI,4,MISS
37.4747,-1.91376,MBYANI CATHOLIC DISP,,MAKUENI,MATILIKU,4,MISS
38.07439,-2.59459,MERCY SISTERS  DISP,1014,MAKUENI,MTITO ANDEI,4,MISS
38.16549,-2.671688,MTITO ANDEI HEALTH CENTRE,1001,MAKUENI,MTITO ANDEI,3,MOH
37.32611,-1.83217,MUKAA  A I C SUB-HEALTH CENTRE,996,MAKUENI,KILOME,3,MISS
37.45857,-1.74542,MUKUYUNI HEALTH CENTRE,997,MAKUENI,KAITI,3,MOH
37.48,-2.02,MULALA DISP,,MAKUENI,MBITINI,4,MISS
37.6245,-1.92721,MUMBUNI DISP,4231,MAKUENI,WOTE,4,MOH
37.77224,-2.00975,MUMO A I C  HEALTH CENTRE,3219,MAKUENI,KATHONZWENI,3,MISS
,,MUSALALA DISP,,MAKUENI,KILUNGU,4,MOH
37.81112,-1.69642,MUTEMBUKU SUB HEALTH CENTRE,654,MAKUENI,KALAWA,3,MOH
37.44551,-1.94467,MUTYAMBUA SUB HEALTH CENTRE,1003,MAKUENI,MBITINI,3,MOH
37.3093,-1.89966,MUUA RURAL HEALTH CENTRE,,MAKUENI,KILOME,3,MISS
,,MWANIA DISP,,MAKUENI,KATHONZWENI,4,MOH
